after,befer,score
糖尿病性微血管病变、白内障,糖尿病性微血管病变、青光眼,75.0
营养不良,术后胃肠功能紊乱,0.0
脑动脉硬化,头晕和眩晕,0.0
乙肝,肝硬化,33.33333333333333
2型糖尿病,2型糖尿病;糖尿病,62.5
气虚,预防性免疫治疗,0.0
干眼症,干燥综合征,20.0
急性支气管炎,支气管炎,100.0
呼吸道感染,肺肾阴虚证,0.0
荨麻疹,哮喘，气促,0.0
高脂血症,胸痛,0.0
乳腺增生,乳房结节,25.0
心绞痛,脑出血,0.0
感冒、烫伤,感冒、口腔炎,40.0
牙龈炎,牙痛,50.0
喘息型支气管炎,急性支气管炎、支气管哮喘,45.45454545454545
胃溃疡,胃炎,50.0
冠心病,胸痛,0.0
冠心病,胸痛,0.0
胃痛,重症肌无力,0.0
上呼吸道感染,多痰,0.0
产后哺乳期矿物质的补充,产后哺乳期,100.0
产后哺乳期矿物质的缺乏,产后哺乳期矿物质的补充,81.81818181818183
脑梗塞,脑梗死,66.66666666666666
失眠,失眠多梦 气虚 脾胃虚,22.22222222222222
脑梗塞,缺血性脑血管病,14.285714285714285
气血亏虚证,精神不佳,0.0
风湿性关节炎,关节炎,100.0
慢性乙型病毒性肝炎,慢性乙型病毒性肝炎、乙肝,81.81818181818183
脾胃伏热证、胃炎,脾胃伏热证、胃炎、胃溃疡、肾阴虚、血小板减少,38.88888888888889
冠状动脉粥样硬化性心脏病,心力衰竭、冠状动脉粥样硬化性心脏病,75.0
脑梗塞,脑卒中后遗症期,14.285714285714285
细菌性结膜炎、干眼症,细菌性结膜炎、眼干眼涩,80.0
高血压病,高血压症、高血压病,50.0
急性咽喉炎,口腔粘膜溃疡,0.0
早泄   性功能障碍,早泄,100.0
脑出血后遗症,脑出血,100.0
厌食症,饮食积滞型小儿厌食症,30.0
肾虚,腰酸痛,0.0
骨关节炎,骨关节炎、关节痛,57.14285714285714
痛风,趾关节疼痛,20.0
失眠,睡不着,0.0
慢性肝炎,慢性肝炎、肝肾阴虚证,44.44444444444444
阳痿,阳萎,50.0
过敏性鼻炎、肾虚证,鼻炎、肾虚证,100.0
、前列腺增生,排尿困难、前列腺增生,55.55555555555556
胃炎,急性胃炎、胃炎,33.33333333333333
骨质疏松,甲状旁腺功能低下,0.0
高血压病   脑梗塞,高血压病,100.0
肾阳虚证,肾阳不足证,60.0
风湿性关节炎,偏瘫、风湿引起的肩膀疼痛，手臂麻,14.285714285714285
精神分裂症,抑郁症;焦虑状态;帕金森病,9.090909090909092
支气管哮喘,支气管哮喘、过敏性鼻炎,50.0
体倦乏力 胆囊炎,舌苔红黄，烦躁失眠，身体湿热、脾胃虚弱证,5.88235294117647
肾虚,遗精症,0.0
癫痫：,躁狂状态,0.0
湿疹,免疫缺陷病,0.0
关节炎,气虚血瘀证,0.0
咳嗽,甲亢碘131治疗后，医生开的药,0.0
感冒,备用,0.0
心脑血管疾病；,甲亢碘131治疗后医生开的药,0.0
带状疱疹神经痛,局部麻醉,0.0
结膜炎,眼干,0.0
冠心病,胸闷,0.0
中风,偏瘫,0.0
软组织损伤,关节肌肉扭伤,16.666666666666664
骨质疏松 ,骨质疏松 类风湿性关节炎 干燥综合征,25.0
月经不规则,月经不调,75.0
头晕目眩，高血压病,高血压病,100.0
扁桃体炎,急性支气管炎,16.666666666666664
心力衰竭,心绞痛,33.33333333333333
皮炎,皮肤瘙痒,25.0
帕金森综合症,帕金森综合征、帕金森病,50.0
失眠,神经衰弱,0.0
失眠,心悸,0.0
冠心病,胸痛,0.0
痢疾,热毒内盛证,0.0
感冒,腰椎间盘突出症,0.0
慢性肝炎,脂肪肝,33.33333333333333
颈椎病,颈椎间盘疾患,33.33333333333333
结膜炎,皮炎,50.0
性功能障碍,勃起功能障碍,66.66666666666666
缺铁性贫血,骨质疏松,0.0
失眠 气虚 脾胃虚、肝肾阴虚证,失眠多梦 气虚 脾胃虚、肝肾阴虚证,85.71428571428571
高血压病、冠心病,高血压病、胸痛,66.66666666666666
失眠 、肝肾阴虚证,失眠 气虚 脾胃虚、肝肾阴虚证,58.333333333333336
神经衰弱,头痛,0.0
肾病,iga肾病,40.0
慢性肝炎、冠心病,肝功能异常、冠心病,50.0
消化不良,胃肠功能紊乱,0.0
消化不良,拉肚子 脾胃虚弱 ,0.0
肾阳虚,勃起功能障碍,0.0
湿疹,皮炎,0.0
高血压病、高尿酸血症,高血压病、高血压、高尿酸血症,75.0
中风,偏瘫,0.0
骨关节炎,类风湿性关节炎,42.857142857142854
关节炎,关节肿痛,50.0
乙型病毒性肝炎,慢性乙型病毒性肝炎、乙型病毒性肝炎,43.75
膝关节炎,骨性关节炎、膝关节炎,44.44444444444444
钙缺乏症,缺钙,50.0
关节炎,阴道炎,33.33333333333333
慢性肝炎,免疫缺陷病,0.0
宫颈炎,关节炎,33.33333333333333
肥胖,粉刺,0.0
结膜炎,过敏性性结膜炎,42.857142857142854
脑梗塞,脑梗塞、脑梗死,50.0
肾虚证,肾虚,100.0
偏头痛,偏头痛，去医院检查过,33.33333333333333
头晕,头晕和眩晕,40.0
口腔黏膜溃疡,白塞氏病,0.0
感冒,呼吸道感染,20.0
高血压病,高血压,100.0
干眼综合征,干燥综合征,80.0
阴道炎,HPV感染,0.0
十二指肠溃疡，肝炎,十二指肠溃疡,100.0
慢性胃炎,胃溃疡,33.33333333333333
支气管炎、月经不规则,支气管炎、月经不调,87.5
抑郁症,强迫症,33.33333333333333
心肌炎,冠心病,33.33333333333333
脾胃虚弱 上呼吸道感染 冠心病,流行性感冒、感冒、感冒咳嗽、心绞痛、气虚便瑭,16.666666666666664
高脂血症、高血压病、脑梗塞,高脂血症、高血压病、脑血管病,75.0
阴道炎,月经不规则,0.0
感冒,感冒病,66.66666666666666
2型糖尿病、高脂血症、高眼压症,2型糖尿病、糖尿病、高脂血症、高眼压症,81.25
消化不良,腰酸,0.0
胃溃疡，抑郁症,胃溃疡,100.0
肠胃炎，气管炎，胆囊炎,脾胃虚弱、阴虚肺燥、脾胃不和、口干口苦、脾虚湿滞,5.0
肾阳虚,阳萎、肾阳虚,60.0
勃起功能障碍,男性勃起功能障碍、早泄、勃起功能障碍,37.5
避孕,女性避孕,50.0
贫血,头晕，睡觉不好,0.0
胃溃疡,胃炎、胃溃疡,60.0
外伤感染,皮肤过敏,0.0
骨质疏松,给孩子补充维生素d,0.0
上呼吸道感染,感冒病,33.33333333333333
肾虚,早泄,0.0
慢性支气管炎,肺肾两虚证,0.0
失眠,晚上睡不着，,0.0
高血压病,没有,0.0
脑血栓 ,脑血栓形成,60.0
月经不规则,月经失调,50.0
脓疱疮,局部皮肤感染,0.0
脑血栓,头痛,0.0
上呼吸道感染,惊风,0.0
自汗症,表虚不固症,20.0
哮喘,喘气,50.0
脑梗塞,中风瘫痪,0.0
月经不规则,子宫内膜炎、月经过少,22.22222222222222
肩周炎,类风湿性关节炎,14.285714285714285
皮肤软组织感染,防伤口感染,40.0
急性牙周炎;足癣,急性牙周炎;脚癣,85.71428571428571
急性肝炎,急性病毒性肝炎,57.14285714285714
慢性肾功能不全、胃溃疡、类风湿关节炎、,慢性肾功能不全、胃溃疡、类风湿关节炎、疼痛,88.88888888888889
低钙血症、结膜炎、反流性食管炎、关节炎,钙缺乏症、结膜炎、反流性食管炎、关节炎,87.5
阳痿,肾精亏虚,0.0
冠心病,胸痛,0.0
感冒,风寒感冒,50.0
慢性支气管炎,急性上呼吸道感染,12.5
肾虚,肾精亏虚,50.0
急性鼻窦炎、过敏性鼻炎,急性鼻窦炎、慢性鼻炎,88.88888888888889
冠心病,胸痛,0.0
发热,感染性发热,40.0
周围神经病,高血压病,25.0
高脂血症,高血脂,66.66666666666666
肝胃不和症,胃胀，大便不畅,33.33333333333333
干眼症,干燥综合征,20.0
湿疹,湿疹、荨麻疹,40.0
消化不良,饮食积滞证,0.0
干眼症,眼干眼涩,50.0
慢性肝炎,慢性肾|炎,75.0
男性勃起功能障碍，早泄,男性勃起功能障碍,100.0
慢性肝炎,慢性肾|炎,75.0
抑郁症,抑郁、焦郁症、抑郁症,37.5
脑梗塞后遗症,中风,0.0
抑郁症   脑外伤后遗症,抑郁症,100.0
哮喘,咳嗽，有时喘,20.0
肠炎,肠道不适,25.0
月经不规则,经期延长病,20.0
钙缺乏症、结膜炎、胃溃疡、关节炎,钙缺乏症、结膜炎、反流性食管炎、关节炎,62.5
骨关节炎,双膝滑膜炎,20.0
肠易激综合征,肠易激综合征、腹泻,75.0
萎缩性阴道炎,更年期综合征,0.0
冠心病,胸痛,0.0
肥胖,减肥,50.0
盆腔炎,女性盆腔炎,60.0
支气管炎,咳嗽病,0.0
皮肤创面,皮肤溃疡,50.0
脑血栓,脑血栓形成,60.0
慢性肾功能不全、高血压病,慢性肾功能不全、高血压病、高血压,78.57142857142857
冠心病,胸痛,0.0
发热,发烧,50.0
冠心病,胸痛,0.0
哮喘,咳嗽，有时喘,20.0
青光眼,婴儿血管瘤,0.0
哮喘,咳嗽，有时喘,20.0
上呼吸道感染,急性咽喉炎;上呼吸道感染,54.54545454545454
冠心病,胸痛,0.0
免疫功能低下,免疫低下,100.0
前列腺曾生。,排尿困难，有前列腺曾生。,50.0
毛囊炎,皮炎/湿疹/脚气,16.666666666666664
消化不良,腹泻,0.0
脑梗塞,冠状动脉粥样硬化性心脏病,0.0
消化不良,腹胀,0.0
牙龈炎,软组织炎,25.0
缺铁性贫血,白细胞异常,0.0
急性支气管炎,急性支气管炎;支气管炎,60.0
高血压病,高血压病、高血压,57.14285714285714
抑郁症,焦虑性神经症,16.666666666666664
阳痿,同大黄蛰虫丸同服,0.0
阴道炎、关节炎、消化不良、肝肾阴虚证,阴道炎、腰膝酸软、腰腿疼痛、消化不良、肝肾阴虚证,60.0
白脉病,震颤,0.0
自汗症,风热感冒,0.0
结肠炎,腹泻,0.0
干眼症,干燥综合征,20.0
狼疮性肾炎,排斥反应,0.0
晕车,晕车船病,50.0
晕动症,晕车,50.0
甲状腺机能减退,甲状腺手术后,50.0
脾胃虚寒,胃寒,100.0
结膜炎  扁桃体炎,结膜炎,100.0
前列腺增生,排尿困难，有前列腺曾生。,40.0
慢性肾炎,肾炎,100.0
高血压病,没有,0.0
过敏性鼻炎,慢性鼻炎,75.0
肾虚,脚底发凉,0.0
鱼鳞病,手足龟裂,0.0
类风湿性关节炎,风湿性关节肿痛,71.42857142857143
风湿性关节炎,硬结症,0.0
湿疹,关节炎,0.0
皮肤感染,术后软组织肿胀,0.0
免疫力低下,病毒疣感染,0.0
湿疹,皮炎,0.0
眩晕症,头晕和眩晕,40.0
慢性前列腺炎,前列腺增生,60.0
失眠,抑郁症,0.0
结膜炎、干眼症,结膜炎、眼干眼涩,71.42857142857143
慢性前列腺炎,前列腺增生,60.0
高原红细胞增多症,慢性阻塞性肺病,0.0
前列腺增生,排尿困难，有前列腺曾生。,40.0
手足皲裂、过敏性皮炎,手足龟裂、过敏性皮炎,88.88888888888889
 神经官能症,抑郁症，神经官能症,62.5
牙龈炎,眩晕,0.0
肺出血,黄褐斑,0.0
结膜炎,细菌性结膜炎,50.0
缺铁性贫血,流产,0.0
子宫功能性出血,功能障碍性子宫出血,55.55555555555556
肺栓塞,2,0.0
感冒,消化不良,0.0
肥胖症,减肥,50.0
肺栓塞,2,0.0
头晕,测试数据测试数据,0.0
心绞痛,心力衰竭,25.0
慢性支气管炎,咳嗽，气管有痰、慢性支气管炎,50.0
骨质疏松、肝炎,骨质疏松、肝移植术后,55.55555555555556
脑梗死,胸痛,0.0
肾虚,盗汗  腰疼  有尿泡沫现象,0.0
失眠,无,0.0
脑外伤后遗症,血管性痴呆,0.0
冠心病,胸痛,0.0
2型糖尿病、高血压病、急性支气管炎,2型糖尿病、高血压病、高血压、急性扁桃体炎、咳嗽,60.0
消化不良,疥癣,0.0
高血压,继发性高血压,50.0
黄体功不足,黄体功能不全,66.66666666666666
黄体酮不足,黄体功不足,80.0
黄体功能不足,黄体酮不足,80.0
肥胖症,肥胖高血压,40.0
2型糖尿病、,2型糖尿病、糖尿病,62.5
过敏性鼻炎,常年性过敏性鼻炎、季节性过敏性鼻炎,31.25
前列腺增生、泌尿道感染,排尿困难、泌尿道感染,55.55555555555556
气阴两虚证,测试数据测试数据,0.0
关节炎,神经痛,0.0
痤疮；慢性咽喉炎,痤疮（青春痘）/祛痘/粉刺、急慢性咽喉炎,46.666666666666664
跟骨刺,骨质增生,25.0
肥胖症,减肥,50.0
失眠,气滞血瘀,0.0
阴道炎、关节炎，肾阳不足、高血压病、肝肾阴虚,阴道炎、腰膝酸软、高血压病、腰腿疼痛,46.666666666666664
白细胞减少,白细胞异常,60.0
冠心病,胸痛,0.0
消化不良、胃炎、前列腺增生,胆囊炎、消化不良、胃炎、前列腺增生,78.57142857142857
内积食滞症,内积食滞症、口臭、不消化,50.0
乳腺增生、月经不规则,乳腺纤维囊性增生、肝气郁结证,30.76923076923077
焦虑症,焦虑状态,50.0
抑郁症,焦虑性抑郁症,50.0
心绞痛;男性勃起障碍,心动过速;男性勃起障碍,70.0
高血压病,水肿;高血压病,66.66666666666666
心绞痛;肾虚,心绞痛;男性勃起障碍,33.33333333333333
银屑病,躯干部位，四肢有白斑，新冠疫情原因不能外,0.0
脑梗塞,高血压,0.0
反流性食管炎,口腔扁平苔藓,0.0
男性勃起功能障碍,男性勃起功能障碍、勃起功能障碍,57.14285714285714
心悸,体虚盗汗,0.0
风湿性关节炎,类风湿性关节炎,85.71428571428571
肠炎、高脂血症,痢疾、高脂血症,66.66666666666666
慢性肾炎,肾功能异常,20.0
牙龈炎,牙龈出血,50.0
肾虚,月经不调,0.0
骨关节炎,类风湿性关节炎,42.857142857142854
骨关节炎,类风湿性关节炎,42.857142857142854
失眠 ,失眠多梦,50.0
冠心病,胸痛,0.0
遗尿,疲劳综合征,0.0
急性扁桃体炎,咽炎、肺胃热盛证,14.285714285714285
沙眼,眼睑炎,33.33333333333333
肝阳上亢,轻微脑梗症状 神经性头痛,0.0
脑梗塞后遗症,风湿性关节炎,0.0
银屑病关节炎,脂膜炎,33.33333333333333
慢性软组织扭挫伤,骨外伤,33.33333333333333
阳痿、内痔、自身免疫病,早泄、内痔、自身免疫病,77.77777777777779
慢性肾炎,肾炎,100.0
感冒,头痛,0.0
失眠症,心肾不交症,20.0
性功能障碍,勃起功能障碍,66.66666666666666
帕金森病,帕金森,100.0
慢性支气管炎,支气管炎,100.0
跌打损伤、沙眼、术后软组织肿胀、肺炎支原体肺炎,跌打损伤、沙眼、术后软组织肿胀、外伤、肺炎支原体肺炎,90.9090909090909
性功能障碍,男性勃起功能障碍,62.5
脱发 肾虚,营养不良,0.0
痛经,月经不规则,20.0
心脑血管疾病,心动过速,25.0
中气不足,疥癣,0.0
口腔溃疡,锌缺乏症,0.0
脾胃虚寒,中气不足,0.0
脑供血不足,紧张性头痛,0.0
溃疡性结肠炎、营养不良、肠道菌群失调,溃疡性结肠炎、营养不良、肠道菌群失调、腹泻,88.88888888888889
性功能障碍,勃起功能障碍,66.66666666666666
备孕,心血管疾病,0.0
十二指肠溃疡,气阴两虚证,0.0
补血,痰热咳嗽,0.0
中耳炎,;中耳炎,100.0
便秘,热毒炽盛证,0.0
帕金森氏病,帕金森氏病、帕金森,62.5
神经衰弱,心悸,0.0
性功能障碍,早泄,0.0
脾肾两虚,慢性胃炎,0.0
慢性肾炎,慢性肾炎综合征,57.14285714285714
骨质疏松,类风湿关节炎,0.0
冠心病,高血压病,25.0
高血压,，,0
皮肤感染,脂溢性皮炎,20.0
乙肝,解毒,0.0
高脂血症、高血压病 ,高脂血症、高血压病、高血压,72.72727272727273
月经不规则,月经不调,75.0
湿疹、慢性乙型病毒性肝炎,慢性肝炎、慢性乙型病毒性肝炎,69.23076923076923
股骨头坏死,股骨头坏死用药,71.42857142857143
肢体麻木,风湿痛,0.0
慢性肾功能不全,肺肾两虚证,20.0
高脂血症,高胆固醇血症,50.0
脑梗塞,脑动脉供血不足,14.285714285714285
冠心病,慢性心肌缺血,16.666666666666664
急性上呼吸道感染,中耳炎;急性上呼吸道感染,72.72727272727273
前列腺增生 前列腺炎,前列腺增生,100.0
急性咽喉炎,急性咽喉炎;急性支气管炎;急性扁桃体炎,29.411764705882355
 2型糖尿病,糖尿病、2型糖尿病,62.5
左卡尼丁缺乏症,弱精症,33.33333333333333
肾阳虚证,肾阳虚弱证,80.0
慢性肾炎,慢性肾炎综合征,57.14285714285714
胸痛,冠心病,0.0
肥胖症,肥胖,100.0
腰椎间盘突出症,腰腿痛,33.33333333333333
慢性肾炎,肾炎,100.0
急性肠炎,急性胃肠炎,80.0
变异性哮喘,咳嗽变异性哮喘,71.42857142857143
性功能障碍、反流性食管炎,早泄、反流性食管炎,87.5
慢性盆腔炎、黄褐斑,痛经、黄褐斑,60.0
痛风,脚后跟痛,25.0
胃炎,消化不良,0.0
肥胖症,肥胖,100.0
高泌乳素血症,帕金森,0.0
急性上呼吸道感染，流感,急性上呼吸道感染，流感;扁桃体炎,71.42857142857143
甲状腺结节,肺结核,33.33333333333333
消化不良,孩子肚子胀气,0.0
性功能障碍,男性勃起功能障碍,62.5
骨性关节炎,气虚血瘀证,0.0
口腔溃疡,锌缺乏症,0.0
失眠,无,0.0
 眼底视网膜静脉阻塞     心绞痛,头晕,0.0
 眼底视网膜静脉阻塞     心绞痛   寻常性痤疮, 眼底视网膜静脉阻塞     心绞痛,100.0
干眼症,干燥综合征,20.0
咽喉炎,嗓子疼,0.0
高血压病,，,0
高血压,脑梗塞,0.0
帕金森综合征,帕金森综合征、帕金森病,60.0
口腔溃疡,锌缺乏症,0.0
外伤感染,割伤,50.0
慢性胃炎,肝胃不和，吐酸水,14.285714285714285
筋骨疼痛,扭伤,0.0
关节炎,腰腿痛,0.0
阴虱病,疥疮,0.0
高血压病,高血压,100.0
肥胖症,减肥,50.0
血小板减少症,粒细胞缺乏,0.0
抑郁症,非器质性失眠症,14.285714285714285
脾胃虚弱症,脾虚,100.0
口腔溃疡 牙周炎,口腔溃疡，牙龈肿痛，牙齿松动,41.66666666666667
上呼吸道感染,咳嗽,0.0
高脂血症、高血压病、胸痛、,高脂血症、高血压病、胸痛、高血压,76.92307692307693
外伤感染,外伤,100.0
左卡尼丁缺乏,弱精症,0.0
牙龈炎,口腔溃疡 牙周炎,28.57142857142857
肾阴虚,盗汗,0.0
骨性关节炎,骨刺,50.0
高血压病,，,0
失眠,无,0.0
肝纤维化,乙型病毒性肝炎,14.285714285714285
胃溃疡、抑郁症,胃肠功能紊乱、抑郁症、慢性浅表性胃炎,25.0
  结膜炎,  结膜炎;急性咽炎 结膜炎,30.0
心力衰竭、心律失常,心力衰竭、冠心病,71.42857142857143
皮肤感染,皮炎,50.0
脾胃虚寒证,肚子隐痛,0.0
慢性盆腔炎  尿路感染,细菌性阴道炎,33.33333333333333
腹泻,阳郁厥逆证,0.0
高血压病,高血压,100.0
骨关节炎,类风湿性关节炎,42.857142857142854
痔疮,肛裂、下肢静脉曲张,0.0
尿路感染,热毒炽盛证,0.0
心绞痛,胸痛,50.0
痛经,月经不规则,20.0
性功能障碍,勃起功能障碍,66.66666666666666
白内障,眼疲劳,0.0
胃炎,头晕和眩晕,0.0
腰腿肌肉拉伤,腰腿痛,66.66666666666666
肌肉拉伤,腰腿肌肉拉伤,66.66666666666666
肾移植,肾移植失败和排斥反应,30.0
类风湿性关节炎,风湿痛,66.66666666666666
足癣,足癣、手癣,50.0
慢性肝炎,酒精性肝炎,60.0
糖尿病;急性牙周炎，结膜炎,糖尿病;急性牙周炎,100.0
肺炎、头痛,肺炎、普通感冒,33.33333333333333
类风湿性关节炎,骨质疏松症,0.0
气管炎、头痛,肺炎、头痛,75.0
帕金森综合征,帕金森综合征、帕金森病,60.0
萎缩性阴道炎,月经失调,0.0
急性支气管炎,呼吸道感染、风热感冒、小儿急性支气管炎,35.294117647058826
冠心病,胸痛,0.0
脑梗塞,冠心病,0.0
肝气不舒症,肝不好,66.66666666666666
性功能障碍,勃起功能障碍,66.66666666666666
外阴瘙痒,念珠菌性阴道炎,14.285714285714285
干燥综合症,眼干眼涩,25.0
慢性乙型肝炎,肝硬化,33.33333333333333
